id,True,Pred
Mattheus Gargon,Mattheus Gargon,Abdias Velingius
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Dirck Pietersz Pers
H. van Vijfderley,H. van Vijfderley,Jacobus de Ruyter
Johan Deknatel,Johan Deknatel,Jan Pieter Heije
Peter de Beer,Peter de Beer,Albertus Buitendyck
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Albertus Buitendyck
Johan Beets,Johan Beets,Joannes Stalpaert van der Wiele
Volkerus van Oosterwyck,Volkerus van Oosterwyck,Jan Luyken
Joannes Six van Chandelier,Joannes Six van Chandelier,Hermanus van den Burg
Claes Stapel,Claes Stapel,Joan Blasius
Joannes Mys,Joannes Mys,Johan Fruytiers
Jan van Hoogstraten,Jan van Hoogstraten,Albertus Buitendyck
Jan van Eijk,Jan van Eijk,Hermanus van den Burg
Jacob Groenewegen,Jacob Groenewegen,Claes Stapel
J.F. Willems,J.F. Willems,Florimond van Duyse
M. van de Speybroek,M. van de Speybroek,Jacob Rosant
Joannes Six van Chandelier,Joannes Six van Chandelier,François Halma
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Jan Luyken
Claes Stapel,Claes Stapel,Jodocus van Lodenstein
Matthijs de Castelein,Matthijs de Castelein,Karel van Mander
Jacob Steendam,Jacob Steendam,Pieter Lenaerts van der Goes
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Herman Harts
Florimond van Duyse,Florimond van Duyse,Jan Jansz. Deutel
Joannes Six van Chandelier,Joannes Six van Chandelier,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
"R.J. de Nerée, P.C. Hooft, C.G. Plemp","R.J. de Nerée, P.C. Hooft, C.G. Plemp",Cornelis de Leeuw
Aegidius Haeffacker,Aegidius Haeffacker,Isaak A. van Vaerlen en Jan Jansz. van Asten
Jan Mommaert,Jan Mommaert,Karel van Mander
Willem Sluiter,Willem Sluiter,Jan van Westerhoven
Aegidius Haeffacker,Aegidius Haeffacker,Hendrik Rintjes
anoniem,anoniem,Gerrit Hendricksz. van Breughel
Jacob Rosant,Jacob Rosant,Pieter de Vos
Abdias Velingius,Abdias Velingius,Carolus Tuinman
Cornelis Stribeé,Cornelis Stribeé,Pieter Nootmans
Gerrit Manheer,Gerrit Manheer,Frans de Cort
Albertus Buitendyck,Albertus Buitendyck,Dirk Rafaelsz. Camphuysen
Cornelis Stribeé,Cornelis Stribeé,Hugo de Groot
Franciscus Ridderus,Franciscus Ridderus,Jacob Westerbaen
Hermanus van den Burg,Hermanus van den Burg,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Abdias Velingius,Abdias Velingius,A. de R. en J.G.
Jan Zoet,Jan Zoet,Johan Deknatel
Aagje Deken en Klaas van der Horst,Aagje Deken en Klaas van der Horst,Johannes Hazeu Cornelisz. en Dirk van der Reijden
Jacob Carel Willem le Jeune,Jacob Carel Willem le Jeune,Joos Verschuere Reynvaan
Jan Gerritse Wondergem,Jan Gerritse Wondergem,Betje Wolff en Aagje Deken
Hendrik Rintjes,Hendrik Rintjes,C.P. van Wesbusch
Aegidius Haeffacker,Aegidius Haeffacker,Christianus Vermeulen
Florimond van Duyse,Florimond van Duyse,Frank A. Metaal
Joannes Stalpaert van der Wiele,Joannes Stalpaert van der Wiele,Christianus Vermeulen
Henricus Costerius,Henricus Costerius,"Petrus Suetmans, Eustachius de Meyer"
Jan Thieullier,Jan Thieullier,Jan Utenhove
Thomas Fonteyn,Thomas Fonteyn,Anthony Jansen
Philips van Marnix,Philips van Marnix,Jacobus Revius
Franciscus de Laat,Franciscus de Laat,Jacobus de Ruyter
J.H.C. Venman,J.H.C. Venman,Jan Pieter Heije
Johan Deknatel,Johan Deknatel,Joannes Six van Chandelier
J.F. Willems,J.F. Willems,Florimond van Duyse
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Dirck Pietersz Pers
Joannes Six van Chandelier,Joannes Six van Chandelier,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Christianus Vermeulen,Christianus Vermeulen,Alle Dercks
"Adriaan Loosjes, Jan van Walré","Adriaan Loosjes, Jan van Walré",Joannes Six van Chandelier
Pieter Nootmans,Pieter Nootmans,Joannes van Sambeeck
C. Rhijnenburgh,C. Rhijnenburgh,Jacob Cats
A. de R. en J.G.,A. de R. en J.G.,Hieronymus van Alphen
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Anthony Jansen,Anthony Jansen,Dirck Pietersz Pers
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Jodocus van Lodenstein
Aegidius Haeffacker,Aegidius Haeffacker,Karel van Mander
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,J.Z. Baron
Hendrik Rintjes,Hendrik Rintjes,Philips van Marnix van Sint Aldegonde
Joannes de Lixbona,Joannes de Lixbona,Lambert de Visscher
Joost van den Vondel,Joost van den Vondel,Dirck Pietersz Pers
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Jacobus Revius
"Anthonis de Hubert, Antonis de Hubert","Anthonis de Hubert, Antonis de Hubert",Florimond van Duyse
Johan van Born,Johan van Born,Aernout van Overbeke
"Volkerus van Oosterwyck, Volckerus van Oosterwyck","Volkerus van Oosterwyck, Volckerus van Oosterwyck",Arnold Bon
C. J. Wits,C. J. Wits,Cornelis de Leeuw
Dirck Pietersz Pers,Dirck Pietersz Pers,Hendrik Jacobz. Soetenboom
Jodocus van Lodenstein,Jodocus van Lodenstein,Gerrit Manheer
Hieronymus van Alphen,Hieronymus van Alphen,Carolus Tuinman
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Anthony Jansen
Jan Luyken,Jan Luyken,Carolus Tuinman
Joan Ysermans,Joan Ysermans,Boudewijn Jansen Wellens
Frans de Cort,Frans de Cort,Pieter de Vos
E. Pels de Jonge,E. Pels de Jonge,Joan Ysermans
Guilielmus Bolognino,Guilielmus Bolognino,Jacob Rosant
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Pieter Elsevier
Christianus Vermeulen,Christianus Vermeulen,Aernout van Overbeke
Aegidius Haeffacker,Aegidius Haeffacker,Willem de Swaen
Joannes van Sambeeck,Joannes van Sambeeck,Dirck Pietersz Pers
C.P.E. Robidé van der Aa,C.P.E. Robidé van der Aa,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
J.F. Willems,J.F. Willems,Florimond van Duyse
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,"Karel van Mander, samensteller Karel van Mander"
"Petrus Suetmans, Eustachius de Meyer","Petrus Suetmans, Eustachius de Meyer",Christianus de Placker
Jacob Coenraetsz Mayvogel,Jacob Coenraetsz Mayvogel,Arnold Bon
Willem Sluiter,Willem Sluiter,Johan van Born
G.A. Bredero,G.A. Bredero,C.P. van Wesbusch
Daniel Bellemans,Daniel Bellemans,Livinus van der Minnen
Jan van Hoogstraten,Jan van Hoogstraten,Barent Pietersz. Kompas
Jacob Coenraetsz Meyvogel,Jacob Coenraetsz Meyvogel,G.A. Bredero
Jan Pieter Heije,Jan Pieter Heije,Frans de Cort
Marijn de Brauwer,Marijn de Brauwer,Henricus Costerius
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Arnold Bon,Arnold Bon,"Petrus Suetmans, Eustachius de Meyer"
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Albertus Buitendyck
Joan Ysermans,Joan Ysermans,Lambert de Visscher
Pieter Dubbels,Pieter Dubbels,Jan van Hoogstraten
Johannes Stichter,Johannes Stichter,Alle Dercks
Jan Jansz. Deutel,Jan Jansz. Deutel,Frans vander Straten de jongere
Christianus de Placker,Christianus de Placker,M. van de Speybroek
Willem Sluiter,Willem Sluiter,Lambert de Visscher
Anthony Jansen,Anthony Jansen,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Hieronymus van Alphen,Hieronymus van Alphen,Anthony Jansen
Jacob Rosant,Jacob Rosant,Willem de Swaen
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Albertus Buitendyck
Hermanus van den Burg,Hermanus van den Burg,Jan Luyken
Albertus Buitendyck,Albertus Buitendyck,Jacob Rosant
Jan van Eijk,Jan van Eijk,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Leenaert Clock
Johan Deknatel,Johan Deknatel,Hermanus van den Burg
Aegidius Haeffacker,Aegidius Haeffacker,Jacob Coenraetsz Mayvogel
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Joannes Six van Chandelier
Florimond van Duyse,Florimond van Duyse,Johannes Stichter
Christianus Vermeulen,Christianus Vermeulen,Justus de Harduwijn
"xFrançois Halma, François Halma","xFrançois Halma, François Halma","Ate Doornbosch, Marie van Dijk, Henk Kuijer, Hermine Sterringa"
Isaak A. van Vaerlen en Jan Jansz. van Asten,Isaak A. van Vaerlen en Jan Jansz. van Asten,Johan van Born
Hendrik Riemsnijder,Hendrik Riemsnijder,Carolus Tuinman
Lambert de Visscher,Lambert de Visscher,Cornelis de Leeuw
Carolus Tuinman,Carolus Tuinman,Hieronymus van Alphen
Guilelmus van der Borcht,Guilelmus van der Borcht,Livinus van der Minnen
Jan Pieter Heije,Jan Pieter Heije,Claes Stapel
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Dirck Pietersz Pers
Franciscus Ridderus,Franciscus Ridderus,G.A. Bredero
Jan van Gijsen,Jan van Gijsen,Carolus Tuinman
Pieter Cauwe,Pieter Cauwe,Jacobus de Ruyter
Carolus Tuinman,Carolus Tuinman,J.F. Willems
Florimond van Duyse,Florimond van Duyse,Jacobus Revius
Gerrit Manheer,Gerrit Manheer,Jan Pieter Heije
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Karel van Mander
Jacobus de Ruyter,Jacobus de Ruyter,Pieter van Gelre
Johannes Stichter,Johannes Stichter,Jacob Rosant
Johannes Stichter,Johannes Stichter,Jacob Rosant
Thomas Fonteyn,Thomas Fonteyn,Claes Stapel
Js. M. Pfeil,Js. M. Pfeil,Jan Pieter Heije
W.J. van Zeggelen,W.J. van Zeggelen,Jan Pieter Heije
Hendrik Rintjes,Hendrik Rintjes,Johannes Wilhelmus Bussingh
Joannes Kannewet,Joannes Kannewet,Gerrit Manheer
"A.J. Dekker, Marie van Dijk","A.J. Dekker, Marie van Dijk","Ate Doornbosch, Marie van Dijk, Henk Kuijer, Hermine Sterringa"
Pieter Elsevier,Pieter Elsevier,Jacobus de Ruyter
Jacob Steendam,Jacob Steendam,Jan Pieter Heije
Claes Stapel,Claes Stapel,Anthony Jansen
Johan van Born,Johan van Born,Dirk Rafaelsz. Camphuysen
Florimond van Duyse,Florimond van Duyse,Herman Ockes
anoniem,anoniem,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
C. Rhijnenburgh,C. Rhijnenburgh,Joost van den Vondel
Arnold Bon,Arnold Bon,Joannes Cloeck
anoniem,anoniem,Cornelis Maertsz.
Aegidius Haeffacker,Aegidius Haeffacker,Albertus Buitendyck
Jan Mommaert,Jan Mommaert,Christianus Vermeulen
Johan van Born,Johan van Born,David Joris
Dirk Rafaelsz. Camphuysen,Dirk Rafaelsz. Camphuysen,Jan Pieter Heije
Hendrick Jansz. Prins,Hendrick Jansz. Prins,Cornelis de Leeuw
Gijsbertus van Sandwijk,Gijsbertus van Sandwijk,Thomas Fonteyn
Jan Luyken,Jan Luyken,Mattheus Gargon
Aernout van Overbeke,Aernout van Overbeke,Franciscus Ridderus
J.F. Willems,J.F. Willems,Florimond van Duyse
Lucas de Heere,Lucas de Heere,Karel van Mander
J. Sent,J. Sent,Hendrik Rintjes
Joannes Stalpaert van der Wiele,Joannes Stalpaert van der Wiele,Dirck Pietersz Pers
"R.J. de Nerée, P.C. Hooft, C.G. Plemp","R.J. de Nerée, P.C. Hooft, C.G. Plemp",G.A. Bredero
Cornelis Maertsz.,Cornelis Maertsz.,Aernout van Overbeke
Livinus van der Minnen,Livinus van der Minnen,Jacobus de Ruyter
Florimond van Duyse,Florimond van Duyse,Alle Dercks
Arnold Bon,Arnold Bon,Jan Thieullier
Johannes Stichter,Johannes Stichter,Jacob Rosant
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Cornelis Maertsz.
Peter de Beer,Peter de Beer,Leenaert Clock
Jan Pieter Heije,Jan Pieter Heije,M.A. Brandts-Buys
Lambert de Visscher,Lambert de Visscher,Dirck Pietersz Pers
Willem de Swaen,Willem de Swaen,C. J. Wits
Jan Mommaert,Jan Mommaert,Daniel Bellemans
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Femme Gerbrantsz Drieduym,Femme Gerbrantsz Drieduym,Cornelis Maertsz.
Franciscus Ridderus,Franciscus Ridderus,Gaudentius van Loemel
"Anthonis de Hubert, Antonis de Hubert","Anthonis de Hubert, Antonis de Hubert",Wiete Ringers
Jakobus Rosseau,Jakobus Rosseau,"Petrus Suetmans, Eustachius de Meyer"
Dirck Pietersz Pers,Dirck Pietersz Pers,Joannes Cloeck
J. Jacobsz. Harlingen,J. Jacobsz. Harlingen,Jacob Claesz
Joannes van Dyck,Joannes van Dyck,Dirck Pietersz Pers
Js. M. Pfeil,Js. M. Pfeil,Hendrik Riemsnijder
Js. M. Pfeil,Js. M. Pfeil,Gerrit Manheer
J.F. Willems,J.F. Willems,Florimond van Duyse
Jacobus de Ruyter,Jacobus de Ruyter,Franciscus Ridderus
Cornelis Stribeé,Cornelis Stribeé,Arnold Bon
Godfried Bussé,Godfried Bussé,Augustinus van Teylingen
Joannes Six van Chandelier,Joannes Six van Chandelier,François Halma
anoniem,anoniem,"B. Targier, Anthony Jansen"
G.A. Bredero,G.A. Bredero,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Johannes Hazeu Cornelisz. en Dirk van der Reijden,Johannes Hazeu Cornelisz. en Dirk van der Reijden,Reynier Rooleeuw
Jacobus de Ruyter,Jacobus de Ruyter,H. van Vijfderley
Barent Pietersz. Kompas,Barent Pietersz. Kompas,Lucas van Mechelen
Pieter de Bisschop,Pieter de Bisschop,Pieter van Gelre
Willem Sluiter,Willem Sluiter,Jacob Steendam
Cornelis Sweerts,Cornelis Sweerts,Anthony Jansen
Godfried Bussé,Godfried Bussé,Johan Fruytiers
Aernout van Overbeke,Aernout van Overbeke,Johan Beets
Hieronymus van Alphen,Hieronymus van Alphen,Carolus Tuinman
Mattheus Gargon,Mattheus Gargon,Carolus Tuinman
Jan Jansz. Deutel,Jan Jansz. Deutel,Karel van Mander
Gerrit Hendricksz. van Breughel,Gerrit Hendricksz. van Breughel,Daniel Bellemans
Florimond van Duyse,Florimond van Duyse,Livinus van der Minnen
Thomas Fonteyn,Thomas Fonteyn,Franciscus Ridderus
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Willem Sluiter,Willem Sluiter,Jacob Rosant
Philips van Marnix van Sint Aldegonde,Philips van Marnix van Sint Aldegonde,M. van de Speybroek
Gerrit Hendricksz. van Breughel,Gerrit Hendricksz. van Breughel,Jan van der Veen
G.A. Bredero,G.A. Bredero,Jacob Coenraetsz Meyvogel
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Livinus van der Minnen
Hendrik Uilenbroek,Hendrik Uilenbroek,Willem Sluiter
Dirck Pietersz Pers,Dirck Pietersz Pers,Cornelis Maertsz.
"Karel van Mander, samensteller Karel van Mander","Karel van Mander, samensteller Karel van Mander",Gerrit Hendricksz. van Breughel
Guillaume Abrahams Ooijevaer,Guillaume Abrahams Ooijevaer,Anthony Jansen
E. Pels de Jonge,E. Pels de Jonge,Haerlem Soetendal
Joannes Six van Chandelier,Joannes Six van Chandelier,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
Betje Wolff en Aagje Deken,Betje Wolff en Aagje Deken,Jan van Hoogstraten
Nicolaes Janssens,Nicolaes Janssens,Johanna de Gavre
anoniem,anoniem,J. Smeerbol
Guilelmus van der Borcht,Guilelmus van der Borcht,Joan Ysermans
Boudewijn Jansen Wellens,Boudewijn Jansen Wellens,Jan Thieullier
Joan Ysermans,Joan Ysermans,Karel van Mander
Hendrik Riemsnijder,Hendrik Riemsnijder,Willem Sluiter
Albertus Buitendyck,Albertus Buitendyck,Joannes Vollenhove
Jacob Claesz,Jacob Claesz,Franciscus de Laat
M. van de Speybroek,M. van de Speybroek,François Foret
"A.J. Dekker, Marie van Dijk","A.J. Dekker, Marie van Dijk",Jan Pieter Heije
Karel van Mander,Karel van Mander,Jan van der Veen
Johannes Hazeu Cornelisz. en Dirk van der Reijden,Johannes Hazeu Cornelisz. en Dirk van der Reijden,"Jan Steven van Esveldt Holtrop, Willem Holtrop"
Justus de Harduwijn,Justus de Harduwijn,Karel van Mander
Hugo de Groot,Hugo de Groot,Boudewijn Jansen Wellens
Augustinus van Teylingen,Augustinus van Teylingen,Jacobus de Ruyter
Thomas Fonteyn,Thomas Fonteyn,Florimond van Duyse
Jacob Rosant,Jacob Rosant,Cornelis Maertsz.
Frans de Cort,Frans de Cort,Jan Pieter Heije
Jacob Claesz,Jacob Claesz,J. Sent
M.A. Brandts-Buys,M.A. Brandts-Buys,Aernout van Overbeke
Franciscus Ridderus,Franciscus Ridderus,Jacob Coenraetsz Mayvogel
C.P. van Wesbusch,C.P. van Wesbusch,C. J. Wits
Jan Pieter Heije,Jan Pieter Heije,M.A. Brandts-Buys
Claes Stapel,Claes Stapel,Joan Blasius
Reynier Rooleeuw,Reynier Rooleeuw,Aagje Deken en Klaas van der Horst
F.A. Snellaert,F.A. Snellaert,Jan Pieter Heije
Bernardus Busschoff,Bernardus Busschoff,A. de R. en J.G.
Marijn de Brauwer,Marijn de Brauwer,Soetken Gerijts
D.V. Coornhert,D.V. Coornhert,"Petrus Suetmans, Eustachius de Meyer"
Philippus van Sorgen,Philippus van Sorgen,Dirck Pietersz Pers
Jacob Steendam,Jacob Steendam,Claes Stapel
C. Rhijnenburgh,C. Rhijnenburgh,"Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn"
C.P. van Wesbusch,C.P. van Wesbusch,G.A. Bredero
Jacobus Revius,Jacobus Revius,Willem Sluiter
Alle Dercks,Alle Dercks,Leonardus Gouwerak
Jacob van Lennep,Jacob van Lennep,Gysbert Japicx
Frans vander Straten de jongere,Frans vander Straten de jongere,Johanna de Gavre
G.A. Bredero,G.A. Bredero,Dirk Rafaelsz. Camphuysen
J. Tradel,J. Tradel,Hieronymus van Alphen
Frans de Cort,Frans de Cort,Js. M. Pfeil
J. Sent,J. Sent,Florimond van Duyse
Florimond van Duyse,Florimond van Duyse,David Joris
Anthony Jansen,Anthony Jansen,Jan Pieter Heije
Frank A. Metaal,Frank A. Metaal,Tannetge Kornelis Blok
Johan van Born,Johan van Born,Dirck Pietersz Pers
Lambert de Visscher,Lambert de Visscher,Gaudentius van Loemel
Aegidius Haeffacker,Aegidius Haeffacker,Peeter de Vleeschoudere
Jan Jansz. Deutel,Jan Jansz. Deutel,Soetken Gerijts
Jan van Hoogstraten,Jan van Hoogstraten,Joannes Vollenhove
J.F. Willems,J.F. Willems,Florimond van Duyse
Dirk ter Woort,Dirk ter Woort,Johannes Wilhelmus Bussingh
Gillis Jacobsz. Quintijn,Gillis Jacobsz. Quintijn,G.A. Bredero
Hans de Ries,Hans de Ries,Frans vander Straten de jongere
Claes Stapel,Claes Stapel,Johan Deknatel
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",Leenaert Clock
Hieronymus van Alphen,Hieronymus van Alphen,Dirck Pietersz Pers
Joris Wybo,Joris Wybo,D.V. Coornhert
J. Sent,J. Sent,Gerrit Hendricksz. van Breughel
Pieter van Gelre,Pieter van Gelre,Nicolaes Janssens
Anthony Jansen,Anthony Jansen,Claes Stapel
Hendrik Jacobz. Soetenboom,Hendrik Jacobz. Soetenboom,Willem de Swaen
Henricus Costerius,Henricus Costerius,Pieter Datheen
Jan Pieter Heije,Jan Pieter Heije,Hermanus van den Burg
Philips van Marnix,Philips van Marnix,Pieter Datheen
Jacob Janszoon Colevelt,Jacob Janszoon Colevelt,"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz"
J. Tradel,J. Tradel,Claes Stapel
Carolus Tuinman,Carolus Tuinman,Hieronymus van Alphen
Aegidius Haeffacker,Aegidius Haeffacker,Christianus de Placker
Jacob Steendam,Jacob Steendam,Johan van Born
Marijn de Brauwer,Marijn de Brauwer,Willem Sluiter
Gerrit Manheer,Gerrit Manheer,François Halma
Philippus van Sorgen,Philippus van Sorgen,Livinus van der Minnen
Johannes Stichter,Johannes Stichter,Jacob Rosant
"Alle Dercks, samensteller Alle Dercks","Alle Dercks, samensteller Alle Dercks",Jan Pieter Heije
Albertus Ignatius d'Hanins,Albertus Ignatius d'Hanins,Jan Jansz. Deutel
"Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz","Jacob Janszoon Colevelt, A. Pietersz. Craen, Matthijs van Velden, Jan Robbertsz",anoniem
Joannes Kannewet,Joannes Kannewet,Joos Verschuere Reynvaan
Leonardus Gouwerak,Leonardus Gouwerak,Cornelis de Leeuw
Roelant de Kater,Roelant de Kater,Pieter de Vos
Jan Pieter Heije,Jan Pieter Heije,Hieronymus van Alphen
Carolus Tuinman,Carolus Tuinman,Jan Luyken
J.F. Willems,J.F. Willems,Hendrik van Tichelen
Gerrit Manheer,Gerrit Manheer,Isaak A. van Vaerlen en Jan Jansz. van Asten
Franciscus de Laat,Franciscus de Laat,J. Sent
Jan Mommaert,Jan Mommaert,Jan Utenhove
Karel van Mander,Karel van Mander,C.P. van Wesbusch
Franciscus de Laat,Franciscus de Laat,Johannes d' Outrein
Philips van Marnix van Sint Aldegonde,Philips van Marnix van Sint Aldegonde,Jacobus Revius
Dirck Pietersz Pers,Dirck Pietersz Pers,Lambert de Visscher
Willem Sluiter,Willem Sluiter,Leonardus Gouwerak
Cornelis Maertsz.,Cornelis Maertsz.,Joan Ysermans
David Montanus,David Montanus,Mattheus Gargon
Claes Stapel,Claes Stapel,J. Tradel
Arnold Bon,Arnold Bon,Cornelis Stribeé
Joannes van Sambeeck,Joannes van Sambeeck,Willem Sluiter
"Antoine Mahaut, Kornelis Elzevier","Antoine Mahaut, Kornelis Elzevier",Christianus de Placker
"Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn","Pieter IJsbrand van der Hof, C. Groenveld, C.G. Kleyn",Christianus Vermeulen
Gerrit Manheer,Gerrit Manheer,Johannes Wilhelmus Bussingh
David Montanus,David Montanus,Florimond van Duyse
Christianus de Placker,Christianus de Placker,Marijn de Brauwer
Reynier Rooleeuw,Reynier Rooleeuw,Dirck Pietersz Pers
Cornelis Sweerts,Cornelis Sweerts,Johan Deknatel
Joannes Mys,Joannes Mys,Frank A. Metaal
Soetken Gerijts,Soetken Gerijts,Jacob Rosant
David Montanus,David Montanus,Jan van Hoogstraten
Jacob Brouwer,Jacob Brouwer,Pieter de Vos
Carolus Tuinman,Carolus Tuinman,Mattheus Gargon
Florimond van Duyse,Florimond van Duyse,Leenaert Clock
Carolus Tuinman,Carolus Tuinman,Reynier Rooleeuw
"B. Targier, Anthony Jansen","B. Targier, Anthony Jansen",Leenaert Clock
J. Vriend,J. Vriend,Leonardus Gouwerak
Abdias Velingius,Abdias Velingius,Rutger Schutte
Claes Stapel,Claes Stapel,Joan Blasius
Jan Thieullier,Jan Thieullier,A. de R. en J.G.
Johannes Hazeu Cornelisz. en Dirk van der Reijden,Johannes Hazeu Cornelisz. en Dirk van der Reijden,David Montanus
Alle Dercks,Alle Dercks,Leonardus Gouwerak
Betje Wolff en Aagje Deken,Betje Wolff en Aagje Deken,Johannes d' Outrein
Jan Mommaert,Jan Mommaert,Jacob Cats
Jan Mommaert,Jan Mommaert,Philips van Marnix van Sint Aldegonde
Karel van Mander,Karel van Mander,Tannetge Kornelis Blok
Johan van Born,Johan van Born,Johan Beets
Hendrik Uilenbroek,Hendrik Uilenbroek,Carolus Tuinman
Gaudentius van Loemel,Gaudentius van Loemel,Boudewijn Jansen Wellens
Pieter van Gelre,Pieter van Gelre,Cornelis Maertsz.
Abdias Velingius,Abdias Velingius,Carolus Tuinman
Johan van Born,Johan van Born,Cornelis Maertsz.
Franciscus Ridderus,Franciscus Ridderus,Joannes Cloeck
